Ciudad,Cultivo,year,Mes,Kilos,Hectáreas
Bilbao,Vid,2009,3,1301,483.6608613313981
Bilbao,Vid,2009,4,1699,427.97463317900645
Bilbao,Vid,2009,5,1190,159.7915394507191
Bilbao,Vid,2009,6,36743,427.05696904325987
Bilbao,Vid,2009,7,20778,93.05144587618531
Bilbao,Vid,2009,8,35584,203.39881873664137
Bilbao,Vid,2009,9,24093,351.05460037073675
Bilbao,Vid,2009,10,35663,44.50390411627651
Bilbao,Vid,2009,11,46681,311.35354108259315
Bilbao,Vid,2009,12,12093,185.7369228351203
Bilbao,Vid,2010,1,17538,154.69238832527998
Bilbao,Vid,2010,2,46017,372.97662269956015
Bilbao,Vid,2010,3,41864,76.94445240659412
Bilbao,Vid,2010,4,13533,186.15066409768002
Bilbao,Vid,2010,5,6801,406.5869661844717
Bilbao,Vid,2010,6,39754,135.54140236128444
Bilbao,Vid,2010,7,11647,457.4878707526709
Bilbao,Vid,2010,8,23009,12.540582759253521
Bilbao,Vid,2010,9,46091,401.16463769371984
Bilbao,Vid,2010,10,3368,44.76104932996456
Bilbao,Vid,2010,11,41941,399.93840802368953
Bilbao,Vid,2010,12,26547,444.4424029858234
Bilbao,Vid,2011,1,14403,293.64379879870376
Bilbao,Vid,2011,2,11966,339.2928062946477
Bilbao,Vid,2011,3,29312,85.97039219659466
Bilbao,Vid,2011,4,23677,299.50829767881527
Bilbao,Vid,2011,5,32024,28.300612487115064
Bilbao,Vid,2011,6,30749,273.17038932636115
Bilbao,Vid,2011,7,28236,265.89919742685413
Bilbao,Vid,2011,8,20508,143.05602875167352
Bilbao,Vid,2011,9,49747,315.21633315131015
Bilbao,Vid,2011,10,22699,422.59130675587085
Bilbao,Vid,2011,11,33093,274.9112095889522
Bilbao,Vid,2011,12,40734,77.79301528472267
Bilbao,Vid,2012,1,40567,488.16751893664195
Bilbao,Vid,2012,2,18019,360.15160104817653
Bilbao,Vid,2012,3,27258,399.6412354366648
Bilbao,Vid,2012,4,18214,222.4251614145636
Bilbao,Vid,2012,5,38945,48.44362685771032
Bilbao,Vid,2012,6,26316,100.32350042237132
Bilbao,Vid,2012,7,6949,419.63025905098084
Bilbao,Vid,2012,8,24944,347.36495137502953
Bilbao,Vid,2012,9,2081,458.45472653697544
Bilbao,Vid,2012,10,47175,279.12106570599906
Bilbao,Vid,2012,11,21056,333.4967145916883
Bilbao,Vid,2012,12,46952,477.8839875249651
Bilbao,Vid,2013,1,30375,281.63348573058636
Bilbao,Vid,2013,2,48893,367.7192651152911
Bilbao,Vid,2013,3,9130,131.38818485556715
Bilbao,Vid,2013,4,2679,87.7367593448206
Bilbao,Vid,2013,5,8253,17.052809428580375
Bilbao,Vid,2013,6,10435,32.54129459065885
Bilbao,Vid,2013,7,14296,162.59252160173415
Bilbao,Vid,2013,8,14245,354.7923510962116
Bilbao,Vid,2013,9,30899,18.408939897557616
Bilbao,Vid,2013,10,36247,405.3873587548819
Bilbao,Vid,2013,11,27211,94.86891625590744
Bilbao,Vid,2013,12,38220,205.26731985471298
Bilbao,Vid,2014,1,24049,475.0814084797791
Bilbao,Vid,2014,2,32843,32.198964788301815
Bilbao,Vid,2014,3,41158,17.499224742288526
Bilbao,Vid,2014,4,45690,256.53676670424295
Bilbao,Vid,2014,5,42975,332.75987949328305
Bilbao,Vid,2014,6,5611,311.76707055105777
Bilbao,Vid,2014,7,39646,472.683282591332
Bilbao,Vid,2014,8,26471,321.8377627485455
Bilbao,Vid,2014,9,1851,291.9823471591807
Bilbao,Vid,2014,10,7833,290.9498504192473
Bilbao,Vid,2014,11,27144,234.54391634084314
Bilbao,Vid,2014,12,36506,412.1133431145381
Bilbao,Vid,2015,1,39155,199.1902925223794
Bilbao,Vid,2015,2,39304,329.2275382103161
Bilbao,Vid,2015,3,18450,105.93765604675525
Bilbao,Vid,2015,4,44404,115.14866865710333
Bilbao,Vid,2015,5,4373,18.928694569259367
Bilbao,Vid,2015,6,28122,312.9444033255675
Bilbao,Vid,2015,7,28350,44.882437745512206
Bilbao,Vid,2015,8,26351,198.84434427312686
Bilbao,Vid,2015,9,16305,21.403248510554675
Bilbao,Vid,2015,10,1417,137.74031883559252
Bilbao,Vid,2015,11,21358,67.90076553461157
Bilbao,Vid,2015,12,25052,180.6849361820667
Bilbao,Vid,2016,1,12338,439.96128662825595
Bilbao,Vid,2016,2,41355,214.7935555406336
Bilbao,Vid,2016,3,24548,148.19694055994017
Bilbao,Vid,2016,4,45425,217.5007617309781
Bilbao,Vid,2016,5,36735,405.34902224095936
Bilbao,Vid,2016,6,49816,368.5074000968237
Bilbao,Vid,2016,7,18955,192.28886203846375
Bilbao,Vid,2016,8,35911,176.99373472397875
Bilbao,Vid,2016,9,8357,285.3146791504491
Bilbao,Vid,2016,10,45811,220.207073413759
Bilbao,Vid,2016,11,6644,372.5552926192135
Bilbao,Vid,2016,12,3914,60.530695729606975
Bilbao,Vid,2017,1,47352,271.82046202997606
Bilbao,Vid,2017,2,42555,414.9641583927934
Bilbao,Vid,2017,3,1698,58.99259470931305
Bilbao,Vid,2017,4,14923,15.310449225346197
Bilbao,Vid,2017,5,8400,425.100140606839
Bilbao,Vid,2017,6,5360,166.4636824193033
Bilbao,Vid,2017,7,18101,341.6172531679086
Bilbao,Vid,2017,8,33307,290.9845651804102
Bilbao,Vid,2017,9,6486,50.80936148567723
Bilbao,Vid,2017,10,38259,171.04562723125883
Bilbao,Vid,2017,11,12130,114.2366685618722
Bilbao,Vid,2017,12,2167,396.9128899693314
Bilbao,Vid,2018,1,19540,466.1552617867734
Bilbao,Vid,2018,2,22689,38.2037924081557
Bilbao,Vid,2018,3,38497,226.34994567295473
Bilbao,Vid,2018,4,39102,277.49872738084457
Bilbao,Vid,2018,5,25394,67.36283804952687
Bilbao,Vid,2018,6,7731,347.13470498576913
Bilbao,Vid,2018,7,18337,312.9268510249679
Bilbao,Vid,2018,8,12516,420.8555742443527
Bilbao,Vid,2018,9,22677,353.4748744149688
Bilbao,Vid,2018,10,40081,204.3592849575834
Bilbao,Vid,2018,11,24322,356.05869130668316
Bilbao,Vid,2018,12,18924,261.52982265927255
Bilbao,Trigo,2008,1,27962,294.83965444112334
Bilbao,Trigo,2008,2,43348,191.61465206277654
Bilbao,Trigo,2008,3,42459,125.97574490421859
Bilbao,Trigo,2008,4,41262,493.14052127320673
Bilbao,Trigo,2008,5,26731,181.60694088315364
Bilbao,Trigo,2008,6,24803,50.91535118234769
Bilbao,Trigo,2008,7,7588,195.2139191599047
Bilbao,Trigo,2008,8,27790,217.86878453101838
Bilbao,Trigo,2008,9,29178,64.48676633001415
Bilbao,Trigo,2008,10,45482,134.304265197838
Bilbao,Trigo,2008,11,22233,239.64371457712187
Bilbao,Trigo,2008,12,31355,68.22077897135524
Bilbao,Trigo,2009,1,14116,413.16727241957966
Bilbao,Trigo,2009,2,43918,375.56199084005743
Bilbao,Trigo,2009,3,43956,126.37817093331027
Bilbao,Trigo,2009,4,1504,193.686583966615
Bilbao,Trigo,2009,5,29016,50.61674762974357
Bilbao,Trigo,2009,6,18312,119.56196087453179
Bilbao,Trigo,2009,7,3105,15.955692598010007
Bilbao,Trigo,2009,8,23700,31.148356855782296
Bilbao,Trigo,2009,9,21559,268.5735434522869
Bilbao,Trigo,2009,10,12003,46.16031672034544
Bilbao,Trigo,2009,11,26826,350.7514503222573
Bilbao,Trigo,2009,12,45472,266.3179436433729
Bilbao,Trigo,2010,1,18640,116.2364622273807
Bilbao,Trigo,2010,2,43356,351.4932773732693
Bilbao,Trigo,2010,3,4330,451.5674251405846
Bilbao,Trigo,2010,4,25504,458.4746274178621
Bilbao,Trigo,2010,5,35121,475.7016271975138
Bilbao,Trigo,2010,6,22447,203.31568131798363
Bilbao,Trigo,2010,7,24959,313.864972922753
Bilbao,Trigo,2010,8,30703,93.1431529088271
Bilbao,Trigo,2010,9,37487,183.14259173276588
Bilbao,Trigo,2010,10,32921,140.30958323247708
Bilbao,Trigo,2010,11,38732,487.4534557564216
Bilbao,Trigo,2010,12,21159,232.0880149461272
Bilbao,Trigo,2011,1,41080,147.0841185127834
Bilbao,Trigo,2011,2,36547,142.76924483241365
Bilbao,Trigo,2011,3,28532,456.3543204019828
Bilbao,Trigo,2011,4,46445,475.40195751304276
Bilbao,Trigo,2011,5,5804,310.573446008537
Bilbao,Trigo,2011,6,1009,467.0369568434665
Bilbao,Trigo,2011,7,24793,280.2780575465943
Bilbao,Trigo,2011,8,38892,22.919817503653483
Bilbao,Trigo,2011,9,28712,245.3813401145138
Bilbao,Trigo,2011,10,47318,83.7042766407288
Bilbao,Trigo,2011,11,24833,196.63651974920054
Bilbao,Trigo,2011,12,21309,416.29046814619204
Bilbao,Trigo,2012,1,22168,420.7810653084575
Bilbao,Trigo,2012,2,19017,28.042715141635775
Bilbao,Trigo,2012,3,9702,143.96946524604604
Bilbao,Trigo,2012,4,41943,46.92593957270653
Bilbao,Trigo,2012,5,13763,408.321494473738
Bilbao,Trigo,2012,6,33606,377.4562672402862
Bilbao,Trigo,2012,7,16106,282.16153574528744
Bilbao,Trigo,2012,8,24524,365.7992135952056
Bilbao,Trigo,2012,9,5809,426.3272214319316
Bilbao,Trigo,2012,10,14456,128.1315678415196
Bilbao,Trigo,2012,11,39765,133.20679536078126
Bilbao,Trigo,2012,12,18100,111.54154801394766
Bilbao,Trigo,2013,1,5544,339.1333353588698
Bilbao,Trigo,2013,2,43783,32.97926921769776
Bilbao,Trigo,2013,3,48198,65.64322017781822
Bilbao,Trigo,2013,4,15489,254.10094145648753
Bilbao,Trigo,2013,5,44125,417.3720301306256
Bilbao,Trigo,2013,6,33049,427.56893515608465
Bilbao,Trigo,2013,7,9427,284.85960605233925
Bilbao,Trigo,2013,8,25285,397.9907413401201
Bilbao,Trigo,2013,9,23928,75.66746194081396
Bilbao,Trigo,2013,10,20758,216.0625315458868
Bilbao,Trigo,2013,11,2252,313.9516801631977
Bilbao,Trigo,2013,12,38441,404.4718870844873
Bilbao,Trigo,2014,1,16781,312.4592189276731
Bilbao,Trigo,2014,2,40649,181.7879038152325
Bilbao,Trigo,2014,3,9017,202.19958209886883
Bilbao,Trigo,2014,4,24386,54.59102461515184
Bilbao,Trigo,2014,5,11209,180.64517884141716
Bilbao,Trigo,2014,6,32703,456.1309264176038
Bilbao,Trigo,2014,7,5637,314.822483111658
Bilbao,Trigo,2014,8,44088,475.26510559224465
Bilbao,Trigo,2014,9,40811,235.0799358936245
Bilbao,Trigo,2014,10,20856,251.1369836089737
Bilbao,Trigo,2014,11,20963,42.45562914741427
Bilbao,Trigo,2014,12,37932,490.2159618898838
Bilbao,Trigo,2015,1,15388,180.23257003045296
Bilbao,Trigo,2015,2,40037,320.36641861519564
Bilbao,Trigo,2015,3,13015,177.36597312370708
Bilbao,Trigo,2015,4,7254,73.15106373621812
Bilbao,Trigo,2015,5,41118,296.5353919150853
Bilbao,Trigo,2015,6,7090,78.02531459821097
Bilbao,Trigo,2015,7,25071,98.23296345115628
Bilbao,Trigo,2015,8,43679,211.7139950351888
Bilbao,Trigo,2015,9,19271,242.24120372880745
Bilbao,Trigo,2015,10,5188,486.8240711423511
Bilbao,Trigo,2015,11,29732,104.22161921624868
Bilbao,Trigo,2015,12,24954,412.67741205378013
Bilbao,Trigo,2016,1,22969,146.50926612565974
Bilbao,Trigo,2016,2,37668,25.584293927730915
Bilbao,Trigo,2016,3,40749,69.1115768392944
Bilbao,Trigo,2016,4,40144,184.4358272932732
Bilbao,Trigo,2016,5,28693,188.49223191355696
Bilbao,Trigo,2016,6,27329,348.293466028389
Bilbao,Trigo,2016,7,24624,55.22238725208558
Bilbao,Trigo,2016,8,23574,317.6711908505448
Bilbao,Trigo,2016,9,11478,260.711936638158
Bilbao,Trigo,2016,10,46162,461.22747626058845
Bilbao,Trigo,2016,11,5432,145.67004759212983
Bilbao,Trigo,2016,12,14568,51.41333376353415
Bilbao,Trigo,2017,1,15178,100.4152994846249
Bilbao,Trigo,2017,2,1302,191.53133036777717
Bilbao,Trigo,2017,3,46781,125.69710122752812
Bilbao,Trigo,2017,4,29699,190.76768338918848
Bilbao,Trigo,2017,5,45247,363.0528700818178
Bilbao,Trigo,2017,6,40577,27.97476941639297
Bilbao,Trigo,2017,7,47391,75.22729500786434
Bilbao,Trigo,2017,8,6122,448.65135046672765
Bilbao,Trigo,2017,9,20181,377.3119536842078
Bilbao,Trigo,2017,10,2531,62.514285556490265
Bilbao,Trigo,2017,11,41441,183.53186868863148
Bilbao,Trigo,2017,12,35674,128.81054678101754
Bilbao,Trigo,2018,1,9152,371.32855098597133
Bilbao,Trigo,2018,2,11267,19.83488691108592
Bilbao,Trigo,2018,3,30926,53.71012106890753
Bilbao,Trigo,2018,4,48915,124.2760416594026
Bilbao,Trigo,2018,5,4596,300.86030224148385
Bilbao,Trigo,2018,6,43563,184.00110860685933
Bilbao,Trigo,2018,7,17616,254.23667747523805
Bilbao,Trigo,2018,8,27734,296.25774750994293
Bilbao,Trigo,2018,9,27069,297.55214783023075
Bilbao,Trigo,2018,10,8943,297.4023629837719
Bilbao,Trigo,2018,11,24275,72.51434836982625
Bilbao,Trigo,2018,12,36240,175.34894859723985
Bilbao,Maíz,2008,1,20123,326.4994482524846
Bilbao,Maíz,2008,2,35529,129.7330461776807
Bilbao,Maíz,2008,3,11554,493.39247190856
Bilbao,Maíz,2008,4,4812,467.50899364233857
Bilbao,Maíz,2008,5,28285,120.41307087913883
Bilbao,Maíz,2008,6,2605,130.519286908409
Bilbao,Maíz,2008,7,28139,426.90058373971164
Bilbao,Maíz,2008,8,11589,94.95306169442986
Bilbao,Maíz,2008,9,28446,422.733877296109
Bilbao,Maíz,2008,10,25818,18.938815899896912
Bilbao,Maíz,2008,11,5324,491.36552228521714
Bilbao,Maíz,2008,12,39110,449.3390288572702
Bilbao,Maíz,2009,1,42427,485.04051230493076
Bilbao,Maíz,2009,2,23350,410.36531476514716
Bilbao,Maíz,2009,3,47685,93.73491782113226
Bilbao,Maíz,2009,4,14234,412.22212184514274
Bilbao,Maíz,2009,5,1846,272.1679987020062
Bilbao,Maíz,2009,6,49153,147.18975589353926
Bilbao,Maíz,2009,7,33043,110.48800447323497
Bilbao,Maíz,2009,8,31105,168.6028258380794
Bilbao,Maíz,2009,9,27386,107.75839439577668
Bilbao,Maíz,2009,10,46587,128.78076888338933
Bilbao,Maíz,2009,11,3048,309.20382079639995
Bilbao,Maíz,2009,12,46375,52.772187998940964
Bilbao,Maíz,2010,1,2917,85.63773048435914
Bilbao,Maíz,2010,2,40756,270.96882195027706
Bilbao,Maíz,2010,3,21128,190.9229359398491
Bilbao,Maíz,2010,4,1009,278.81552778969507
Bilbao,Maíz,2010,5,10865,495.08051387107315
Bilbao,Maíz,2010,6,6287,406.8384784687711
Bilbao,Maíz,2010,7,9512,78.02413898658999
Bilbao,Maíz,2010,8,44336,382.5116513459464
Bilbao,Maíz,2010,9,28534,241.0723323895776
Bilbao,Maíz,2010,10,27614,399.2018304835666
Bilbao,Maíz,2010,11,43078,465.46928068143467
Bilbao,Maíz,2010,12,32037,375.5275175188719
Bilbao,Maíz,2011,1,43929,70.90563950791692
Bilbao,Maíz,2011,2,9567,495.55544346412137
Bilbao,Maíz,2011,3,20019,195.8220066322622
Bilbao,Maíz,2011,4,6415,363.58230986812583
Bilbao,Maíz,2011,5,6951,392.94209605819333
Bilbao,Maíz,2011,6,42832,377.74594313500364
Bilbao,Maíz,2011,7,31523,90.19141200419521
Bilbao,Maíz,2011,8,22204,101.33844352619062
Bilbao,Maíz,2011,9,20282,335.94663814113807
Bilbao,Maíz,2011,10,41345,454.8544039266328
Bilbao,Maíz,2011,11,17984,439.82826499842304
Bilbao,Maíz,2011,12,19520,344.6612110743949
Bilbao,Maíz,2012,1,10510,359.75340287910973
Bilbao,Maíz,2012,2,40711,236.71309497810716
Bilbao,Maíz,2012,3,7565,274.4927203381702
Bilbao,Maíz,2012,4,38438,256.3329911453148
Bilbao,Maíz,2012,5,20096,184.12760139101397
Bilbao,Maíz,2012,6,12246,198.1066984728736
Bilbao,Maíz,2012,7,19381,42.64336507150031
Bilbao,Maíz,2012,8,27727,315.8766179978561
Bilbao,Maíz,2012,9,2970,221.44879013685687
Bilbao,Maíz,2012,10,28202,317.57694600499474
Bilbao,Maíz,2012,11,25519,349.9216276276358
Bilbao,Maíz,2012,12,16374,440.52826653298473
Bilbao,Maíz,2013,1,6408,271.39593506839753
Bilbao,Maíz,2013,2,10446,290.84391613612047
Bilbao,Maíz,2013,3,11789,378.6775288190231
Bilbao,Maíz,2013,4,45028,131.75967850908822
Bilbao,Maíz,2013,5,18334,80.13271291875012
Bilbao,Maíz,2013,6,3243,289.2459455869451
Bilbao,Maíz,2013,7,33265,252.0509286941227
Bilbao,Maíz,2013,8,44872,60.42885506463106
Bilbao,Maíz,2013,9,24710,195.62256712288868
Bilbao,Maíz,2013,10,7359,305.93935731553114
Bilbao,Maíz,2013,11,36996,274.53171218529
Bilbao,Maíz,2013,12,15382,210.38803677189168
Bilbao,Maíz,2014,1,4756,362.8179029075764
Bilbao,Maíz,2014,2,17478,303.2369235905612
Bilbao,Maíz,2014,3,11147,275.9349772403221
Bilbao,Maíz,2014,4,35884,415.1314256264484
Bilbao,Maíz,2014,5,15153,177.83688601748628
Bilbao,Maíz,2014,6,45165,206.41719421418355
Bilbao,Maíz,2014,7,1814,151.0855120731058
Bilbao,Maíz,2014,8,25938,85.1421875268793
Bilbao,Maíz,2014,9,11380,78.16693513010031
Bilbao,Maíz,2014,10,45241,309.61257536297745
Bilbao,Maíz,2014,11,27215,437.34071538263424
Bilbao,Maíz,2014,12,20915,60.0842054703478
Bilbao,Maíz,2015,1,16343,351.3589036996772
Bilbao,Maíz,2015,2,39727,329.1699333842406
Bilbao,Maíz,2015,3,28632,292.38129648173845
Bilbao,Maíz,2015,4,45409,43.77155428993721
Bilbao,Maíz,2015,5,21530,370.8576754561142
Bilbao,Maíz,2015,6,45327,421.8154196704072
Bilbao,Maíz,2015,7,48882,230.91129198802474
Bilbao,Maíz,2015,8,12053,125.59395695158979
Bilbao,Maíz,2015,9,37185,421.0600623585077
Bilbao,Maíz,2015,10,20256,172.7517422009201
Bilbao,Maíz,2015,11,38430,121.42385422978519
Bilbao,Maíz,2015,12,3708,195.85979220891892
Bilbao,Maíz,2016,1,10524,174.24664840649146
Bilbao,Maíz,2016,2,40224,12.2696912722554
Bilbao,Maíz,2016,3,14224,65.99097702728699
Bilbao,Maíz,2016,4,35393,460.72925204225265
Bilbao,Maíz,2016,5,9577,238.19305993621848
Bilbao,Maíz,2016,6,9666,371.3756115737767
Bilbao,Maíz,2016,7,37368,297.66342982691793
Bilbao,Maíz,2016,8,42914,231.69536290501978
Bilbao,Maíz,2016,9,14490,131.6309569510044
Bilbao,Maíz,2016,10,46080,254.20020864234507
Bilbao,Maíz,2016,11,46765,26.600788520831543
Bilbao,Maíz,2016,12,47240,187.57301056715022
Bilbao,Maíz,2017,1,29734,146.0177145884149
Bilbao,Maíz,2017,2,20097,16.41628372828348
Bilbao,Maíz,2017,3,39356,262.4351043793382
Bilbao,Maíz,2017,4,5944,480.92445556003304
Bilbao,Maíz,2017,5,38011,213.16582062624164
Bilbao,Maíz,2017,6,32195,272.1841622774927
Bilbao,Maíz,2017,7,21806,301.73865848682146
Bilbao,Maíz,2017,8,42949,377.4806304955971
Bilbao,Maíz,2017,9,25442,401.893190816392
Bilbao,Maíz,2017,10,28965,110.51842383618352
Bilbao,Maíz,2017,11,28952,27.90933724556649
Bilbao,Maíz,2017,12,25861,419.9167585132431
Bilbao,Maíz,2018,1,24570,42.19723331989266
Bilbao,Maíz,2018,2,39258,232.11152902653353
Bilbao,Maíz,2018,3,29865,271.883386716051
Bilbao,Maíz,2018,4,39000,206.37389982890974
Bilbao,Maíz,2018,5,39565,385.02457772245793
Bilbao,Maíz,2018,6,13342,473.59657644548
