date,ciudad,cultivo,superficie_ha,produccion_toneladas,tempC,uvIndex,precipMM,sunHour
2015-11-02,barcelona,MaÃ­z,1350,2650,18,4,22.1,5.1
2015-11-03,barcelona,MaÃ­z,1350,2650,19,5,1.8,8.4
2015-11-04,barcelona,MaÃ­z,1350,2650,19,5,1.0,10.2
2015-11-05,barcelona,MaÃ­z,1350,2650,19,5,0.0,10.2
2015-11-06,barcelona,MaÃ­z,1350,2650,20,5,0.0,10.1
2015-11-07,barcelona,MaÃ­z,1350,2650,20,5,0.0,10.1
2015-11-08,barcelona,MaÃ­z,1350,2650,19,5,0.0,10.1
2015-11-09,barcelona,MaÃ­z,1350,2650,20,5,0.0,10.1
2015-11-10,barcelona,MaÃ­z,1350,2650,21,5,0.0,10.0
2015-11-11,barcelona,MaÃ­z,1350,2650,20,5,0.0,10.0
2015-11-12,barcelona,MaÃ­z,1350,2650,18,4,0.0,10.0
2015-11-13,barcelona,MaÃ­z,1350,2650,17,4,0.1,9.9
2015-11-14,barcelona,MaÃ­z,1350,2650,18,4,0.0,10.0
2015-11-15,barcelona,MaÃ­z,1350,2650,20,5,0.0,9.9
2015-11-16,barcelona,MaÃ­z,1350,2650,20,5,0.0,9.9
2015-11-17,barcelona,MaÃ­z,1350,2650,19,4,0.0,9.9
2015-11-18,barcelona,MaÃ­z,1350,2650,19,4,0.0,9.9
2015-11-19,barcelona,MaÃ­z,1350,2650,19,5,0.0,9.9
2015-11-20,barcelona,MaÃ­z,1350,2650,19,5,0.0,9.8
2015-11-21,barcelona,MaÃ­z,1350,2650,17,4,0.0,9.8
2015-11-22,barcelona,MaÃ­z,1350,2650,13,3,0.0,9.8
2015-11-23,barcelona,MaÃ­z,1350,2650,12,3,0.3,9.8
2015-11-24,barcelona,MaÃ­z,1350,2650,11,3,0.0,9.8
2015-11-25,barcelona,MaÃ­z,1350,2650,14,3,0.0,9.7
2015-11-26,barcelona,MaÃ­z,1350,2650,16,4,0.0,9.7
2015-11-27,barcelona,MaÃ­z,1350,2650,14,4,0.0,9.7
2015-11-28,barcelona,MaÃ­z,1350,2650,15,4,0.0,9.7
2015-11-29,barcelona,MaÃ­z,1350,2650,13,3,0.0,9.7
2015-11-30,barcelona,MaÃ­z,1350,2650,15,4,0.0,9.7
2015-12-01,barcelona,MaÃ­z,1350,2650,15,4,0.0,9.7
2015-12-02,barcelona,MaÃ­z,1350,2650,16,4,0.0,9.6
2015-12-03,barcelona,MaÃ­z,1350,2650,15,4,0.0,9.6
2015-12-04,barcelona,MaÃ­z,1350,2650,15,4,0.0,9.2
2015-12-05,barcelona,MaÃ­z,1350,2650,15,4,0.0,8.7
2015-12-06,barcelona,MaÃ­z,1350,2650,15,4,0.1,3.4
2015-12-07,barcelona,MaÃ­z,1350,2650,15,3,0.3,6.9
2015-12-08,barcelona,MaÃ­z,1350,2650,16,3,0.2,6.9
2015-12-09,barcelona,MaÃ­z,1350,2650,17,4,0.0,8.7
2015-12-10,barcelona,MaÃ­z,1350,2650,15,4,0.0,5.2
2015-12-11,barcelona,MaÃ­z,1350,2650,15,4,0.0,8.7
2015-12-12,barcelona,MaÃ­z,1350,2650,15,4,0.0,8.7
2015-12-13,barcelona,MaÃ­z,1350,2650,14,4,0.0,8.7
2015-12-14,barcelona,MaÃ­z,1350,2650,14,4,0.0,8.7
2015-12-15,barcelona,MaÃ­z,1350,2650,16,4,0.0,8.7
2015-12-16,barcelona,MaÃ­z,1350,2650,18,4,0.0,8.7
2015-12-17,barcelona,MaÃ­z,1350,2650,17,4,0.0,8.7
2015-12-18,barcelona,MaÃ­z,1350,2650,12,2,0.1,6.9
2015-12-19,barcelona,MaÃ­z,1350,2650,12,3,1.4,6.9
2015-12-20,barcelona,MaÃ­z,1350,2650,12,3,1.1,6.9
2015-12-21,barcelona,MaÃ­z,1350,2650,15,4,0.0,8.7
2015-12-22,barcelona,MaÃ­z,1350,2650,15,4,0.0,8.7
2015-12-23,barcelona,MaÃ­z,1350,2650,15,4,0.1,6.9
2015-12-24,barcelona,MaÃ­z,1350,2650,16,4,0.0,8.7
2015-12-25,barcelona,MaÃ­z,1350,2650,15,4,0.0,8.7
2015-12-26,barcelona,MaÃ­z,1350,2650,15,4,0.0,8.7
2015-12-27,barcelona,MaÃ­z,1350,2650,16,4,0.0,8.7
2015-12-28,barcelona,MaÃ­z,1350,2650,12,2,0.4,6.9
2015-12-29,barcelona,MaÃ­z,1350,2650,16,4,0.0,8.7
2015-12-30,barcelona,MaÃ­z,1350,2650,15,4,0.0,8.7
2015-12-31,barcelona,MaÃ­z,1350,2650,15,4,0.0,8.7
2015-01-01,sevilla,Olivo,2150,4300,15,3,0.0,8.7
2015-01-02,sevilla,Olivo,2150,4300,16,3,0.0,8.7
2015-01-03,sevilla,Olivo,2150,4300,18,4,0.0,8.7
2015-01-04,sevilla,Olivo,2150,4300,19,4,0.0,8.7
2015-01-05,sevilla,Olivo,2150,4300,16,3,0.0,8.7
2015-01-06,sevilla,Olivo,2150,4300,15,3,0.0,8.7
2015-01-07,sevilla,Olivo,2150,4300,16,3,0.0,8.7
2015-01-08,sevilla,Olivo,2150,4300,16,3,0.0,8.7
2015-01-09,sevilla,Olivo,2150,4300,18,4,0.0,8.7
2015-01-10,sevilla,Olivo,2150,4300,19,4,0.0,8.7
2015-01-11,sevilla,Olivo,2150,4300,19,4,0.0,8.7
2015-01-12,sevilla,Olivo,2150,4300,18,4,0.0,8.7
2015-01-13,sevilla,Olivo,2150,4300,19,4,0.0,8.7
2015-01-14,sevilla,Olivo,2150,4300,18,4,0.0,8.7
2015-01-15,sevilla,Olivo,2150,4300,17,4,0.0,7.0
2015-01-16,sevilla,Olivo,2150,4300,14,4,5.3,8.7
2015-01-17,sevilla,Olivo,2150,4300,13,3,0.0,7.0
2015-01-18,sevilla,Olivo,2150,4300,10,2,10.5,3.7
2015-01-19,sevilla,Olivo,2150,4300,13,3,0.0,8.7
2015-01-20,sevilla,Olivo,2150,4300,6,1,1.1,3.7
2015-01-21,sevilla,Olivo,2150,4300,12,3,0.0,7.1
2015-01-22,sevilla,Olivo,2150,4300,14,3,0.0,8.7
2015-01-23,sevilla,Olivo,2150,4300,14,3,0.0,8.7
2015-01-24,sevilla,Olivo,2150,4300,14,3,0.0,8.7
2015-01-25,sevilla,Olivo,2150,4300,18,4,0.0,8.7
2015-01-26,sevilla,Olivo,2150,4300,18,4,0.0,8.7
2015-01-27,sevilla,Olivo,2150,4300,18,4,0.0,8.7
2015-01-28,sevilla,Olivo,2150,4300,18,4,0.0,8.7
2015-01-29,sevilla,Olivo,2150,4300,17,4,0.0,8.7
2015-01-30,sevilla,Olivo,2150,4300,17,4,0.0,8.7
2015-01-31,sevilla,Olivo,2150,4300,15,4,0.0,8.7
2015-02-01,sevilla,Olivo,2150,4300,14,3,0.0,8.7
2015-02-02,sevilla,Olivo,2150,4300,13,2,0.1,3.8
2015-02-03,sevilla,Olivo,2150,4300,14,3,0.0,3.8
2015-02-04,sevilla,Olivo,2150,4300,12,3,0.0,8.7
2015-02-05,sevilla,Olivo,2150,4300,12,3,0.0,8.7
2015-02-06,sevilla,Olivo,2150,4300,12,3,0.0,8.7
2015-02-07,sevilla,Olivo,2150,4300,13,3,0.0,8.7
2015-02-08,sevilla,Olivo,2150,4300,13,3,0.0,8.7
2015-02-09,sevilla,Olivo,2150,4300,17,3,0.0,8.7
2015-02-10,sevilla,Olivo,2150,4300,14,2,0.3,5.5
2015-02-11,sevilla,Olivo,2150,4300,16,4,0.2,7.1
2015-02-12,sevilla,Olivo,2150,4300,16,4,1.0,8.7
2015-02-13,sevilla,Olivo,2150,4300,18,4,0.0,8.7
2015-02-14,sevilla,Olivo,2150,4300,16,3,0.0,4.1
2015-02-15,sevilla,Olivo,2150,4300,15,3,0.0,4.1
2015-02-16,sevilla,Olivo,2150,4300,16,3,0.0,8.7
2015-02-17,sevilla,Olivo,2150,4300,17,3,0.0,8.7
2015-02-18,sevilla,Olivo,2150,4300,18,4,0.0,8.7
2015-02-19,sevilla,Olivo,2150,4300,18,4,0.0,8.7
2015-02-20,sevilla,Olivo,2150,4300,17,3,0.0,8.7
2015-02-21,sevilla,Olivo,2150,4300,17,3,0.0,7.2
2015-02-22,sevilla,Olivo,2150,4300,18,3,0.0,8.7
2015-02-23,sevilla,Olivo,2150,4300,16,4,0.0,4.2
2015-02-24,sevilla,Olivo,2150,4300,16,3,0.0,8.7
2015-02-25,sevilla,Olivo,2150,4300,18,4,0.0,8.7
2015-02-26,sevilla,Olivo,2150,4300,21,4,0.0,11.1
2015-02-27,sevilla,Olivo,2150,4300,20,4,0.0,11.6
2015-02-28,sevilla,Olivo,2150,4300,21,4,0.0,11.6
2015-03-01,sevilla,Olivo,2150,4300,21,4,0.0,11.6
2015-03-02,sevilla,Olivo,2150,4300,24,5,0.0,11.6
2015-03-03,sevilla,Olivo,2150,4300,24,5,0.0,11.6
2015-03-04,sevilla,Olivo,2150,4300,24,4,0.0,8.7
2015-03-05,sevilla,Olivo,2150,4300,19,4,0.0,11.6
2015-03-06,sevilla,Olivo,2150,4300,22,4,0.0,11.6
2015-03-07,sevilla,Olivo,2150,4300,22,4,0.0,11.6
2015-03-08,sevilla,Olivo,2150,4300,25,4,0.0,11.6
2015-03-09,sevilla,Olivo,2150,4300,24,4,0.0,11.6
2015-03-10,sevilla,Olivo,2150,4300,19,4,0.8,10.2
2015-03-11,sevilla,Olivo,2150,4300,19,4,0.7,8.8
2015-03-12,sevilla,Olivo,2150,4300,19,4,1.1,8.8
2015-03-13,sevilla,Olivo,2150,4300,19,4,0.4,8.8
2015-03-14,sevilla,Olivo,2150,4300,19,4,1.8,8.8
2015-03-15,sevilla,Olivo,2150,4300,19,4,0.6,8.8
2015-03-16,sevilla,Olivo,2150,4300,20,4,0.2,8.8
2015-03-17,sevilla,Olivo,2150,4300,20,4,1.0,8.8
2015-03-18,sevilla,Olivo,2150,4300,20,4,0.0,10.2
2015-03-19,sevilla,Olivo,2150,4300,18,4,0.6,8.8
2015-03-20,sevilla,Olivo,2150,4300,17,4,0.1,10.2
2015-03-21,sevilla,Olivo,2150,4300,14,3,0.5,7.4
2015-03-22,sevilla,Olivo,2150,4300,17,3,0.8,7.4
2015-03-23,sevilla,Olivo,2150,4300,17,4,0.0,7.5
2015-03-24,sevilla,Olivo,2150,4300,17,3,0.0,10.2
2015-03-25,sevilla,Olivo,2150,4300,17,4,0.0,11.6
2015-03-26,sevilla,Olivo,2150,4300,20,4,0.0,10.2
2015-03-27,sevilla,Olivo,2150,4300,23,4,0.0,11.6
2015-03-28,sevilla,Olivo,2150,4300,29,5,0.0,11.6
2015-03-29,sevilla,Olivo,2150,4300,28,5,0.0,11.6
2015-03-30,sevilla,Olivo,2150,4300,29,5,0.0,11.6
2015-03-31,sevilla,Olivo,2150,4300,31,6,0.0,11.6
2015-04-01,sevilla,Olivo,2150,4300,31,6,0.0,11.6
2015-04-02,sevilla,Olivo,2150,4300,28,5,0.0,10.2
2015-04-03,sevilla,Olivo,2150,4300,26,5,0.0,10.3
2015-04-04,sevilla,Olivo,2150,4300,28,5,0.0,11.6
2015-04-05,sevilla,Olivo,2150,4300,24,5,0.5,11.6
2015-04-06,sevilla,Olivo,2150,4300,24,5,0.5,10.3
2015-04-07,sevilla,Olivo,2150,4300,23,5,0.0,11.6
2015-04-08,sevilla,Olivo,2150,4300,18,3,0.5,6.3
2015-04-09,sevilla,Olivo,2150,4300,20,4,1.8,10.3
2015-04-10,sevilla,Olivo,2150,4300,22,5,0.0,11.6
2015-04-11,sevilla,Olivo,2150,4300,20,4,1.3,10.3
2015-04-12,sevilla,Olivo,2150,4300,23,5,0.1,11.6
2015-04-13,sevilla,Olivo,2150,4300,23,5,0.3,9.1
2015-04-14,sevilla,Olivo,2150,4300,23,5,0.1,9.1
2015-04-15,sevilla,Olivo,2150,4300,22,5,1.1,9.1
2015-04-16,sevilla,Olivo,2150,4300,21,4,0.9,13.3
2015-04-17,sevilla,Olivo,2150,4300,24,5,0.0,13.3
2015-04-18,sevilla,Olivo,2150,4300,22,5,0.0,13.3
2015-04-19,sevilla,Olivo,2150,4300,21,4,0.0,13.3
2015-04-20,sevilla,Olivo,2150,4300,26,5,0.0,13.3
2015-04-21,sevilla,Olivo,2150,4300,27,5,0.0,13.6
2015-04-22,sevilla,Olivo,2150,4300,22,5,0.0,13.6
2015-04-23,sevilla,Olivo,2150,4300,27,5,0.0,13.3
2015-04-24,sevilla,Olivo,2150,4300,22,5,0.0,12.1
2015-04-25,sevilla,Olivo,2150,4300,20,5,0.5,10.9
2015-04-26,sevilla,Olivo,2150,4300,21,4,3.4,13.3
2015-04-27,sevilla,Olivo,2150,4300,20,5,0.0,11.0
2015-04-28,sevilla,Olivo,2150,4300,22,5,0.9,11.0
2015-04-29,sevilla,Olivo,2150,4300,26,5,0.0,13.8
2015-04-30,sevilla,Olivo,2150,4300,28,5,0.0,13.8
2015-05-01,sevilla,Olivo,2150,4300,30,6,0.0,13.8
2015-05-02,sevilla,Olivo,2150,4300,33,6,0.0,13.9
2015-05-03,sevilla,Olivo,2150,4300,31,6,0.0,13.9
2015-05-04,sevilla,Olivo,2150,4300,25,4,0.0,9.9
2015-05-05,sevilla,Olivo,2150,4300,25,5,0.0,13.9
2015-05-06,sevilla,Olivo,2150,4300,27,5,0.0,13.9
2015-05-07,sevilla,Olivo,2150,4300,31,6,0.0,14.0
2015-05-08,sevilla,Olivo,2150,4300,27,5,0.0,14.0
2015-05-09,sevilla,Olivo,2150,4300,33,6,0.0,12.2
2015-05-10,sevilla,Olivo,2150,4300,35,7,0.0,14.0
2015-05-11,sevilla,Olivo,2150,4300,34,6,0.0,14.0
2015-05-12,sevilla,Olivo,2150,4300,37,7,0.0,14.1
2015-05-13,sevilla,Olivo,2150,4300,41,7,0.0,14.1
2015-05-14,sevilla,Olivo,2150,4300,38,7,0.0,14.1
2015-05-15,sevilla,Olivo,2150,4300,31,6,0.0,14.1
2015-05-16,sevilla,Olivo,2150,4300,32,6,0.0,14.1
2015-05-17,sevilla,Olivo,2150,4300,33,6,0.0,14.1
2015-05-18,sevilla,Olivo,2150,4300,32,6,0.0,14.2
2015-05-19,sevilla,Olivo,2150,4300,30,6,0.0,14.2
2015-05-20,sevilla,Olivo,2150,4300,29,6,0.0,14.2
2015-05-21,sevilla,Olivo,2150,4300,27,6,0.0,14.2
2015-05-22,sevilla,Olivo,2150,4300,29,6,0.0,14.2
2015-05-23,sevilla,Olivo,2150,4300,29,6,0.0,14.2
2015-05-24,sevilla,Olivo,2150,4300,27,6,0.6,14.2
2015-05-25,sevilla,Olivo,2150,4300,28,6,0.0,14.3
2015-05-26,sevilla,Olivo,2150,4300,31,6,0.0,14.3
2015-05-27,sevilla,Olivo,2150,4300,33,6,0.0,14.3
2015-05-28,sevilla,Olivo,2150,4300,35,7,0.0,14.3
2015-05-29,sevilla,Olivo,2150,4300,31,6,0.1,14.3
2015-05-30,sevilla,Olivo,2150,4300,32,6,0.2,13.4
2015-05-31,sevilla,Olivo,2150,4300,33,6,0.0,14.3
2015-06-01,sevilla,Olivo,2150,4300,32,6,0.0,14.3
2015-06-02,sevilla,Olivo,2150,4300,35,7,0.0,14.4
2015-06-03,sevilla,Olivo,2150,4300,36,7,0.0,14.4
2015-06-04,sevilla,Olivo,2150,4300,35,7,0.0,14.4
2015-06-05,sevilla,Olivo,2150,4300,35,7,0.0,14.4
2015-06-06,sevilla,Olivo,2150,4300,37,7,0.0,14.4
2015-06-07,sevilla,Olivo,2150,4300,37,7,0.0,14.4
2015-06-08,sevilla,Olivo,2150,4300,35,7,0.0,14.4
2015-06-09,sevilla,Olivo,2150,4300,33,6,4.4,14.4
2015-06-10,sevilla,Olivo,2150,4300,30,6,0.0,14.4
2015-06-11,sevilla,Olivo,2150,4300,25,5,0.4,9.0
2015-06-12,sevilla,Olivo,2150,4300,25,6,0.0,14.4
2015-06-13,sevilla,Olivo,2150,4300,23,5,0.0,13.4
2015-06-14,sevilla,Olivo,2150,4300,23,5,0.0,13.4
2015-06-15,sevilla,Olivo,2150,4300,24,5,0.0,14.4
2015-06-16,sevilla,Olivo,2150,4300,30,6,0.0,14.4
2015-06-17,sevilla,Olivo,2150,4300,32,7,0.0,14.4
2015-06-18,sevilla,Olivo,2150,4300,34,7,0.0,14.4
2015-06-19,sevilla,Olivo,2150,4300,36,7,0.0,14.5
2015-06-20,sevilla,Olivo,2150,4300,36,7,0.0,14.5
2015-06-21,sevilla,Olivo,2150,4300,34,7,0.0,14.5
2015-06-22,sevilla,Olivo,2150,4300,33,6,0.0,14.4
2015-06-23,sevilla,Olivo,2150,4300,32,6,0.0,14.5
2015-06-24,sevilla,Olivo,2150,4300,32,6,0.0,14.5
2015-06-25,sevilla,Olivo,2150,4300,35,7,0.0,14.5
2015-06-26,sevilla,Olivo,2150,4300,39,7,0.0,14.4
2015-06-27,sevilla,Olivo,2150,4300,41,8,0.0,14.4
2015-06-28,sevilla,Olivo,2150,4300,42,8,0.0,14.4
2015-06-29,sevilla,Olivo,2150,4300,39,8,0.0,14.4
2015-06-30,sevilla,Olivo,2150,4300,34,7,0.0,14.4
2015-07-01,sevilla,Olivo,2150,4300,36,7,0.0,14.4
2015-07-02,sevilla,Olivo,2150,4300,35,7,0.0,14.4
2015-07-03,sevilla,Olivo,2150,4300,36,7,0.0,14.4
2015-07-04,sevilla,Olivo,2150,4300,38,8,0.0,14.4
2015-07-05,sevilla,Olivo,2150,4300,40,8,0.0,14.4
2015-07-06,sevilla,Olivo,2150,4300,42,8,0.0,14.4
2015-07-07,sevilla,Olivo,2150,4300,43,8,0.0,14.4
2015-07-08,sevilla,Olivo,2150,4300,41,8,0.0,14.4
2015-07-09,sevilla,Olivo,2150,4300,38,7,0.0,14.4
2015-07-10,sevilla,Olivo,2150,4300,36,7,0.0,14.4
2015-07-11,sevilla,Olivo,2150,4300,38,7,0.0,14.4
2015-07-12,sevilla,Olivo,2150,4300,40,8,0.0,14.3
2015-07-13,sevilla,Olivo,2150,4300,40,8,0.0,14.3
2015-07-14,sevilla,Olivo,2150,4300,40,8,0.0,14.3
2015-07-15,sevilla,Olivo,2150,4300,40,8,0.0,14.3
2015-07-16,sevilla,Olivo,2150,4300,42,8,0.1,14.3
2015-07-17,sevilla,Olivo,2150,4300,39,8,0.4,14.3
2015-07-18,sevilla,Olivo,2150,4300,38,8,0.0,14.3
2015-07-19,sevilla,Olivo,2150,4300,39,8,0.0,14.3
2015-07-20,sevilla,Olivo,2150,4300,39,8,0.0,14.2
2015-07-21,sevilla,Olivo,2150,4300,38,8,0.0,14.2
2015-07-22,sevilla,Olivo,2150,4300,41,8,0.0,14.2
2015-07-23,sevilla,Olivo,2150,4300,40,8,0.0,14.2
2015-07-24,sevilla,Olivo,2150,4300,37,7,0.0,14.2
2015-07-25,sevilla,Olivo,2150,4300,35,7,0.0,14.2
2015-07-26,sevilla,Olivo,2150,4300,38,7,0.0,14.2
2015-07-27,sevilla,Olivo,2150,4300,41,8,0.0,14.1
2015-07-28,sevilla,Olivo,2150,4300,42,8,0.0,14.1
2015-07-29,sevilla,Olivo,2150,4300,40,8,0.0,14.1
2015-07-30,sevilla,Olivo,2150,4300,38,7,0.0,14.1
2015-07-31,sevilla,Olivo,2150,4300,34,7,0.0,14.1
2015-08-01,sevilla,Olivo,2150,4300,35,7,0.0,14.0
2015-08-02,sevilla,Olivo,2150,4300,39,8,0.0,14.0
2015-08-03,sevilla,Olivo,2150,4300,35,7,0.0,14.0
2015-08-04,sevilla,Olivo,2150,4300,36,7,0.0,14.0
2015-08-05,sevilla,Olivo,2150,4300,39,8,0.0,14.0
2015-08-06,sevilla,Olivo,2150,4300,40,8,0.0,14.0
2015-08-07,sevilla,Olivo,2150,4300,40,8,0.0,13.9
2015-08-08,sevilla,Olivo,2150,4300,37,8,0.6,13.3
2015-08-09,sevilla,Olivo,2150,4300,36,8,0.0,12.2
2015-08-10,sevilla,Olivo,2150,4300,39,8,0.0,13.9
2015-08-11,sevilla,Olivo,2150,4300,36,7,0.0,13.9
2015-08-12,sevilla,Olivo,2150,4300,36,7,0.1,13.8
2015-08-13,sevilla,Olivo,2150,4300,34,7,0.0,13.3
2015-08-14,sevilla,Olivo,2150,4300,32,6,0.0,13.8
2015-08-15,sevilla,Olivo,2150,4300,33,7,0.0,13.8
2015-08-16,sevilla,Olivo,2150,4300,33,7,0.0,13.8
2015-08-17,sevilla,Olivo,2150,4300,33,7,0.0,13.7
2015-08-18,sevilla,Olivo,2150,4300,34,7,0.0,13.7
2015-08-19,sevilla,Olivo,2150,4300,34,7,0.0,13.7
2015-08-20,sevilla,Olivo,2150,4300,38,7,0.0,13.7
2015-08-21,sevilla,Olivo,2150,4300,36,7,0.0,13.6
2015-08-22,sevilla,Olivo,2150,4300,30,6,0.0,13.6
2015-08-23,sevilla,Olivo,2150,4300,30,6,0.0,13.6
2015-08-24,sevilla,Olivo,2150,4300,27,6,0.0,13.3
2015-08-25,sevilla,Olivo,2150,4300,34,7,0.0,13.6
2015-08-26,sevilla,Olivo,2150,4300,34,7,0.0,13.5
2015-08-27,sevilla,Olivo,2150,4300,36,7,0.0,13.5
2015-08-28,sevilla,Olivo,2150,4300,38,8,0.0,11.6
2015-08-29,sevilla,Olivo,2150,4300,40,8,0.4,11.6
2015-08-30,sevilla,Olivo,2150,4300,40,8,0.0,11.6
2015-08-31,sevilla,Olivo,2150,4300,33,7,0.0,10.3
2015-09-01,sevilla,Olivo,2150,4300,35,7,0.7,9.0
2015-09-02,sevilla,Olivo,2150,4300,30,6,0.1,11.6
2015-09-03,sevilla,Olivo,2150,4300,28,6,0.0,11.6
2015-09-04,sevilla,Olivo,2150,4300,23,5,0.0,11.6
2015-09-05,sevilla,Olivo,2150,4300,34,7,0.0,11.6
2015-09-06,sevilla,Olivo,2150,4300,34,7,0.1,9.0
2015-09-07,sevilla,Olivo,2150,4300,30,6,3.5,11.6
2015-09-08,sevilla,Olivo,2150,4300,32,7,0.7,11.6
2015-09-09,sevilla,Olivo,2150,4300,33,7,0.0,11.6
2015-09-10,sevilla,Olivo,2150,4300,33,7,0.0,11.6
2015-09-11,sevilla,Olivo,2150,4300,32,6,0.0,8.9
2015-09-12,sevilla,Olivo,2150,4300,31,6,0.0,11.6
2015-09-13,sevilla,Olivo,2150,4300,28,6,0.0,11.6
2015-09-14,sevilla,Olivo,2150,4300,29,6,0.0,11.6
2015-09-15,sevilla,Olivo,2150,4300,26,6,0.0,11.6
2015-09-16,sevilla,Olivo,2150,4300,25,5,0.0,8.9
2015-09-17,sevilla,Olivo,2150,4300,30,6,1.0,8.9
2015-09-18,sevilla,Olivo,2150,4300,30,6,0.0,8.8
2015-09-19,sevilla,Olivo,2150,4300,31,5,0.1,8.8
2015-09-20,sevilla,Olivo,2150,4300,32,6,0.6,8.8
2015-09-21,sevilla,Olivo,2150,4300,34,7,0.0,11.6
2015-09-22,sevilla,Olivo,2150,4300,32,7,0.0,11.6
2015-09-23,sevilla,Olivo,2150,4300,31,6,0.0,11.6
2015-09-24,sevilla,Olivo,2150,4300,29,6,0.0,11.6
2015-09-25,sevilla,Olivo,2150,4300,30,6,0.0,11.6
2015-09-26,sevilla,Olivo,2150,4300,31,6,0.0,11.6
2015-09-27,sevilla,Olivo,2150,4300,33,7,0.0,11.6
2015-09-28,sevilla,Olivo,2150,4300,31,6,0.1,11.6
2015-09-29,sevilla,Olivo,2150,4300,28,6,0.0,11.6
2015-09-30,sevilla,Olivo,2150,4300,28,6,0.0,11.6
2015-10-01,sevilla,Olivo,2150,4300,29,6,0.0,11.6
2015-10-02,sevilla,Olivo,2150,4300,31,6,0.0,8.8
2015-10-03,sevilla,Olivo,2150,4300,28,6,0.0,11.6
2015-10-04,sevilla,Olivo,2150,4300,28,6,0.0,10.2
2015-10-05,sevilla,Olivo,2150,4300,27,6,5.2,8.8
2015-10-06,sevilla,Olivo,2150,4300,26,6,0.6,11.6
2015-10-07,sevilla,Olivo,2150,4300,25,6,0.0,11.4
2015-10-08,sevilla,Olivo,2150,4300,25,6,0.0,11.3
2015-10-09,sevilla,Olivo,2150,4300,25,5,0.0,11.3
2015-10-10,sevilla,Olivo,2150,4300,23,4,0.1,7.1
2015-10-11,sevilla,Olivo,2150,4300,24,6,0.4,8.6
2015-10-12,sevilla,Olivo,2150,4300,24,6,0.0,11.2
2015-10-13,sevilla,Olivo,2150,4300,24,5,0.8,8.6
2015-10-14,sevilla,Olivo,2150,4300,25,5,0.1,11.2
2015-10-15,sevilla,Olivo,2150,4300,26,6,0.0,11.2
2015-10-16,sevilla,Olivo,2150,4300,26,6,0.0,11.1
2015-10-17,sevilla,Olivo,2150,4300,26,5,10.5,11.1
2015-10-18,sevilla,Olivo,2150,4300,21,5,6.4,7.1
2015-10-19,sevilla,Olivo,2150,4300,23,5,2.1,8.6
2015-10-20,sevilla,Olivo,2150,4300,24,6,0.0,10.1
2015-10-21,sevilla,Olivo,2150,4300,24,5,0.0,11.0
2015-10-22,sevilla,Olivo,2150,4300,25,5,0.0,11.0
2015-10-23,sevilla,Olivo,2150,4300,24,6,0.0,10.1
2015-10-24,sevilla,Olivo,2150,4300,25,6,4.1,8.5
2015-10-25,sevilla,Olivo,2150,4300,25,6,0.8,10.1
2015-10-26,sevilla,Olivo,2150,4300,23,5,4.4,8.5
2015-10-27,sevilla,Olivo,2150,4300,20,5,1.1,10.9
2015-10-28,sevilla,Olivo,2150,4300,21,5,0.0,10.9
2015-10-29,sevilla,Olivo,2150,4300,22,5,0.0,10.9
2015-10-30,sevilla,Olivo,2150,4300,24,5,0.0,10.8
2015-10-31,sevilla,Olivo,2150,4300,22,4,1.5,8.5
2015-11-01,sevilla,Olivo,2150,4300,24,5,13.0,10.0
2015-11-02,sevilla,Olivo,2150,4300,18,4,5.8,10.0
2015-11-03,sevilla,Olivo,2150,4300,21,5,3.7,10.8
2015-11-04,sevilla,Olivo,2150,4300,21,4,0.0,8.5
2015-11-05,sevilla,Olivo,2150,4300,22,4,0.1,10.0
2015-11-06,sevilla,Olivo,2150,4300,25,6,0.0,10.7
2015-11-07,sevilla,Olivo,2150,4300,26,6,0.0,10.7
2015-11-08,sevilla,Olivo,2150,4300,25,5,0.0,10.7
2015-11-09,sevilla,Olivo,2150,4300,24,5,0.0,10.6
2015-11-10,sevilla,Olivo,2150,4300,24,5,0.0,10.6
2015-11-11,sevilla,Olivo,2150,4300,24,5,0.0,10.6
2015-11-12,sevilla,Olivo,2150,4300,23,5,0.0,10.2
2015-11-13,sevilla,Olivo,2150,4300,23,5,0.0,8.7
2015-11-14,sevilla,Olivo,2150,4300,23,5,0.0,8.7
2015-11-15,sevilla,Olivo,2150,4300,22,5,0.0,8.7
2015-11-16,sevilla,Olivo,2150,4300,22,5,0.0,8.7
2015-11-17,sevilla,Olivo,2150,4300,22,5,0.0,8.7
2015-11-18,sevilla,Olivo,2150,4300,22,5,0.0,8.7
2015-11-19,sevilla,Olivo,2150,4300,23,5,0.0,5.4
2015-11-20,sevilla,Olivo,2150,4300,24,5,0.0,8.7
2015-11-21,sevilla,Olivo,2150,4300,20,5,0.0,8.7
2015-11-22,sevilla,Olivo,2150,4300,16,4,0.0,8.7
2015-11-23,sevilla,Olivo,2150,4300,16,4,0.0,8.7
2015-11-24,sevilla,Olivo,2150,4300,16,4,0.0,8.7
2015-11-25,sevilla,Olivo,2150,4300,20,4,0.0,8.7
2015-11-26,sevilla,Olivo,2150,4300,20,4,0.0,8.7
2015-11-27,sevilla,Olivo,2150,4300,21,4,0.0,8.7
2015-11-28,sevilla,Olivo,2150,4300,20,4,0.0,8.7
2015-11-29,sevilla,Olivo,2150,4300,21,4,0.0,8.7
