Ciudad,Cultivo,year,Mes,Kilos,Hectáreas,tempC,precipMM,sunHour,uvIndex,produccion_por_hectarea
Barcelona,Maíz,2011,5,1194399,15211.198274291188,21.096774193548388,0.967741935483871,12.929032258064517,5.064516129032258,78.52103289053056
Barcelona,Maíz,2011,6,1189050,11392.9319574993,22.933333333333334,1.48,14.096666666666666,5.366666666666666,104.3673397186681
Barcelona,Maíz,2011,7,429939,9252.831821174748,24.903225806451612,1.6387096774193548,14.096774193548388,5.774193548387097,46.46566676118561
Barcelona,Maíz,2011,8,1292607,7774.642116658777,27.0,0.26774193548387093,12.270967741935483,6.096774193548387,166.25935710022233
Barcelona,Maíz,2011,9,871920,8571.861975628386,25.533333333333335,0.7933333333333333,11.51,5.9,101.71885670570207
Barcelona,Maíz,2011,10,107074,6181.550298641793,21.774193548387096,1.525806451612903,10.709677419354838,5.225806451612903,17.32154473021537
Barcelona,Maíz,2011,11,419730,7537.184556017376,17.066666666666666,3.0966666666666667,8.976666666666667,4.1,55.68790267513152
Barcelona,Maíz,2011,12,1165383,11333.633076311027,13.483870967741936,0.012903225806451613,8.519354838709676,3.5483870967741935,102.82519225329635
Barcelona,Maíz,2012,1,1521387,7236.325198793441,12.483870967741936,0.33548387096774196,8.264516129032257,3.193548387096774,210.2430388636584
Barcelona,Maíz,2012,2,640407,12049.043883130566,10.586206896551724,0.5,9.910344827586206,2.689655172413793,53.150026359901545
Barcelona,Maíz,2012,3,221402,9293.468675627595,15.935483870967742,1.0,11.187096774193549,3.806451612903226,23.823397670735524
Barcelona,Maíz,2012,4,1285860,14353.893011095417,15.866666666666667,1.1533333333333333,10.563333333333333,3.966666666666667,89.58266576224604
Barcelona,Maíz,2012,5,635593,15441.107605023108,20.419354838709676,0.9258064516129032,13.293548387096775,4.806451612903226,41.16239691207364
Barcelona,Maíz,2012,6,1068930,12853.240914244703,24.9,0.5,14.366666666666667,5.7,83.16423905315196
Barcelona,Maíz,2012,7,279496,10034.612352590686,25.677419354838708,0.432258064516129,14.338709677419354,5.967741935483871,27.853193544426368
Barcelona,Maíz,2012,8,498232,13876.040216918353,28.225806451612904,0.49032258064516127,12.083870967741934,6.354838709677419,35.90592072459771
Barcelona,Maíz,2012,9,464460,4884.916476062923,24.133333333333333,1.0599999999999998,10.95,5.666666666666667,95.08043838127996
Barcelona,Maíz,2012,10,707606,7119.966451061523,20.64516129032258,2.532258064516129,10.816129032258065,4.967741935483871,99.38333345580614
Barcelona,Maíz,2012,11,1412760,14581.535723141655,15.733333333333333,0.7233333333333333,9.316666666666666,3.8666666666666667,96.88691416486924
Barcelona,Maíz,2012,12,865210,11459.912093731562,12.838709677419354,0.10967741935483871,8.374193548387096,3.3870967741935485,75.49883392851326
Barcelona,Maíz,2013,1,1082055,7553.252283747642,12.387096774193548,0.5935483870967742,8.203225806451613,3.225806451612903,143.25683286499796
Barcelona,Maíz,2013,2,1041264,699.138551321173,11.285714285714286,0.47857142857142854,9.564285714285715,2.892857142857143,1489.3528586462685
Barcelona,Maíz,2013,3,1167894,10829.56763504867,14.161290322580646,1.967741935483871,10.461290322580645,3.5161290322580645,107.84308657164144
Barcelona,Maíz,2013,4,699390,9598.39841649767,16.3,1.8766666666666667,10.59,3.8333333333333335,72.86528123253278
Barcelona,Maíz,2013,5,39556,5758.888831084433,17.967741935483872,0.5903225806451613,13.129032258064516,4.32258064516129,6.868686158081536
Barcelona,Maíz,2013,6,1203150,5201.087635738924,22.333333333333332,0.43333333333333335,14.3,5.333333333333333,231.32661555876035
Barcelona,Maíz,2013,7,524086,3510.608401142816,27.322580645161292,0.18064516129032257,14.5,6.064516129032258,149.28637435875592
Barcelona,Maíz,2013,8,667616,12361.655077298232,26.774193548387096,1.096774193548387,12.19032258064516,6.064516129032258,54.00700762360329
Barcelona,Maíz,2013,9,864300,14967.96657852508,24.066666666666666,0.6,11.116666666666667,5.7,57.7433143951586
Barcelona,Maíz,2013,10,356593,15418.712865296367,21.612903225806452,1.2580645161290323,10.251612903225807,4.967741935483871,23.12728715524633
Barcelona,Maíz,2013,11,377700,334.06795420076384,15.233333333333333,1.9366666666666668,9.536666666666667,3.9,1130.6082946615547
Barcelona,Maíz,2013,12,429846,11518.237986949642,12.516129032258064,0.42903225806451617,8.14516129032258,3.2903225806451615,37.31872882701528
Barcelona,Maíz,2014,1,1047552,9923.847163005415,12.774193548387096,0.3967741935483871,7.858064516129032,3.2903225806451615,105.55906220574553
Barcelona,Maíz,2014,2,605360,10617.031093365615,13.321428571428571,0.5,9.842857142857143,3.357142857142857,57.01782303136309
Barcelona,Maíz,2014,3,281108,12795.065599927531,15.35483870967742,0.5774193548387097,10.793548387096775,3.870967741935484,21.970031947440123
Barcelona,Maíz,2014,4,1264800,11561.904212095116,18.133333333333333,0.8866666666666667,11.213333333333333,4.266666666666667,109.39374490552083
Barcelona,Maíz,2014,5,655061,10943.520603408266,19.29032258064516,0.832258064516129,13.100000000000001,4.870967741935484,59.85834209477221
Barcelona,Maíz,2014,6,481140,1602.4892953542821,24.333333333333332,1.5533333333333335,14.433333333333334,5.7,300.2453753637265
Barcelona,Maíz,2014,7,388368,11294.640699397723,25.322580645161292,1.229032258064516,14.36774193548387,5.870967741935484,34.38515755713321
Barcelona,Maíz,2014,8,1534841,10751.702671229448,25.64516129032258,1.196774193548387,11.841935483870968,5.967741935483871,142.753296564561
Barcelona,Maíz,2014,9,1073460,1270.3447088615512,24.833333333333332,1.8566666666666667,10.969999999999999,5.666666666666667,845.0147369543547
Barcelona,Maíz,2014,10,645110,8651.289808050253,22.580645161290324,0.4258064516129032,10.996774193548386,5.419354838709677,74.56807184978454
Barcelona,Maíz,2014,11,1286070,12181.057587135567,17.066666666666666,3.2233333333333336,9.493333333333334,4.233333333333333,105.57950250216537
Barcelona,Maíz,2014,12,1417196,10908.917833555393,12.516129032258064,0.535483870967742,7.887096774193547,3.3225806451612905,129.9116944158074
Barcelona,Maíz,2015,1,95852,14818.199998760945,12.709677419354838,0.16774193548387098,8.316129032258063,3.3225806451612905,6.468531940992487
Barcelona,Maíz,2015,2,1092280,12201.915141269868,12.285714285714286,0.7178571428571429,9.896428571428572,2.9642857142857144,89.51709525545226
Barcelona,Maíz,2015,3,191735,1477.5349234449236,15.67741935483871,1.1451612903225807,10.345161290322581,3.7419354838709675,129.76681427804309
Barcelona,Maíz,2015,4,403470,11979.378504014006,17.6,0.81,10.933333333333334,4.266666666666667,33.68037831552002
Barcelona,Maíz,2015,5,1289321,7574.7676409254445,22.580645161290324,0.3548387096774194,13.264516129032257,5.032258064516129,170.2126139201912
Barcelona,Maíz,2015,6,1206990,1371.6569799081817,26.2,0.42999999999999994,14.5,6.0,879.950321166153
Barcelona,Maíz,2015,7,1459852,10439.518655206728,29.322580645161292,0.4483870967741936,14.125806451612902,6.67741935483871,139.83901444267224
Barcelona,Maíz,2015,8,980282,3839.917867221367,27.387096774193548,0.8903225806451613,12.196774193548388,6.161290322580645,255.28723110667715
Barcelona,Maíz,2015,9,118530,4599.971838739904,23.2,1.26,10.403333333333334,5.466666666666667,25.767549053619767
Barcelona,Maíz,2015,10,177537,6463.509929873735,20.06451612903226,1.032258064516129,10.051612903225807,4.741935483870968,27.467583700837324
Barcelona,Maíz,2015,11,1124070,5025.986808343865,17.433333333333334,0.8466666666666668,9.706666666666667,4.3,223.6516017379674
Barcelona,Maíz,2015,12,913074,3743.3804768250357,14.96774193548387,0.11935483870967742,8.116129032258064,3.7419354838709675,243.91696373178385
Barcelona,Maíz,2016,1,514352,3640.771481623672,14.129032258064516,0.17419354838709677,8.2,3.5483870967741935,141.27555178789052
Barcelona,Maíz,2016,2,1061284,8865.636894776411,14.551724137931034,0.5517241379310345,10.172413793103448,3.4827586206896552,119.70758701219799
Barcelona,Maíz,2016,3,1461092,6630.884492399892,14.806451612903226,0.39354838709677414,10.832258064516129,3.5161290322580645,220.34647137567498
Barcelona,Maíz,2016,4,1464870,3061.2899323052798,16.133333333333333,1.23,9.95,3.6666666666666665,478.5139703827045
Barcelona,Maíz,2016,5,544546,7951.845212345714,19.419354838709676,0.47419354838709676,12.661290322580646,4.741935483870968,68.48045773760282
Barcelona,Maíz,2016,6,1179990,6973.018667192847,24.066666666666666,0.36333333333333334,14.4,5.633333333333334,169.22226317157313
Barcelona,Maíz,2016,7,776085,9800.466875771024,27.322580645161292,0.22580645161290322,13.448387096774193,6.096774193548387,79.18857436462115
Barcelona,Maíz,2016,8,813285,10678.955590383483,27.64516129032258,0.3419354838709677,12.312903225806451,6.064516129032258,76.1577284516823
Barcelona,Maíz,2016,9,491190,7108.6389362447235,25.833333333333332,1.12,11.413333333333332,5.966666666666667,69.09761550774172
Barcelona,Maíz,2016,10,534347,12804.303526695947,20.612903225806452,1.032258064516129,9.435483870967742,4.806451612903226,41.731828590749146
Barcelona,Maíz,2016,11,472290,4562.560748471053,16.366666666666667,1.37,9.693333333333333,4.133333333333334,103.51423817387371
Barcelona,Maíz,2016,12,1460379,8211.380664200311,14.419354838709678,0.6451612903225806,7.977419354838709,3.7096774193548385,177.84816704052085
Barcelona,Maíz,2017,1,1084876,14236.06578176847,11.451612903225806,0.8548387096774194,7.435483870967742,2.806451612903226,76.20616655125006
Barcelona,Maíz,2017,2,184380,5787.834056129017,14.642857142857142,0.55,9.87857142857143,3.75,31.856476569978906
Barcelona,Maíz,2017,3,1234234,4628.123471568979,16.741935483870968,0.8580645161290322,10.974193548387097,3.935483870967742,266.6813034660855
Barcelona,Maíz,2017,4,1161390,12409.53792448713,17.733333333333334,0.9266666666666666,10.870000000000001,4.133333333333334,93.58849677297705
Barcelona,Maíz,2017,5,1542746,1135.303608959909,21.838709677419356,0.1903225806451613,13.261290322580646,5.0,1358.8840798395445
Barcelona,Maíz,2017,6,450810,6215.965570274933,26.8,1.2533333333333334,14.4,6.033333333333333,72.52453297936472
Barcelona,Maíz,2017,7,1473120,312.04598673813206,27.806451612903224,0.16129032258064516,14.399999999999999,6.32258064516129,4720.8426405311775
Barcelona,Maíz,2017,8,760895,12204.022720841172,28.258064516129032,0.42903225806451617,12.074193548387097,6.709677419354839,62.347884579123
Barcelona,Maíz,2017,9,125010,9024.24071574624,23.766666666666666,1.8066666666666669,11.07,5.666666666666667,13.852688989320978
Barcelona,Maíz,2017,10,735816,1262.2553524361424,22.06451612903226,0.8903225806451613,10.67741935483871,5.612903225806452,582.9375162322593
Barcelona,Maíz,2017,11,452610,356.1528630811717,16.266666666666666,0.33,9.6,4.3,1270.830721629899
Barcelona,Maíz,2017,12,504525,11564.332612949966,12.838709677419354,0.2032258064516129,8.270967741935483,3.4838709677419355,43.62767977073083
Barcelona,Maíz,2018,1,194556,14450.179181603678,14.258064516129032,0.6806451612903226,7.864516129032258,3.7096774193548385,13.46391609092893
Barcelona,Maíz,2018,2,1077888,5222.40936594187,11.071428571428571,1.5535714285714286,8.575,2.8214285714285716,206.39668866816248
Barcelona,Maíz,2018,3,1035462,8892.112393087102,15.161290322580646,1.074193548387097,10.548387096774194,3.870967741935484,116.44724607900683
Barcelona,Maíz,2018,4,203790,4906.214388501605,18.366666666666667,1.1900000000000002,10.85,4.5,41.53711677940739
Barcelona,Maíz,2018,5,1002261,14090.365289505851,20.903225806451612,0.9032258064516129,13.19032258064516,5.161290322580645,71.13094511087365
Barcelona,Maíz,2018,6,791820,6677.116067774985,25.566666666666666,0.6366666666666667,14.396666666666667,6.2,118.58712533416514
Barcelona,Maíz,2018,7,99944,6041.394516762054,29.225806451612904,0.4774193548387097,14.5,6.967741935483871,16.543200369170062
Barcelona,Maíz,2018,8,1540545,14954.351146484743,29.225806451612904,0.9903225806451613,12.148387096774192,6.903225806451613,103.01650569186543
Barcelona,Maíz,2018,9,1363560,2005.5334158180885,26.2,0.8,11.03,6.033333333333333,679.8989182854291
Barcelona,Maíz,2018,10,1315330,7811.035274540746,21.258064516129032,3.2193548387096773,10.151612903225805,5.290322580645161,168.39381128992989
Barcelona,Maíz,2018,11,1375770,9600.864617604433,16.533333333333335,0.9033333333333334,9.153333333333334,4.233333333333333,143.29646909897542
Barcelona,Maíz,2018,12,758818,376.278065988195,14.774193548387096,0.11290322580645161,8.03225806451613,4.0,2016.641597237843
Barcelona,Olivo,2008,7,1376524,2332.4726134652924,25.451612903225808,0.30000000000000004,14.435483870967742,5.935483870967742,590.1565540591429
Barcelona,Olivo,2008,8,989241,12263.062437217934,26.677419354838708,0.3129032258064516,12.270967741935483,6.096774193548387,80.66834895969303
Barcelona,Olivo,2008,9,1024800,14159.61777877495,23.166666666666668,0.4633333333333333,10.993333333333334,5.433333333333334,72.37483497161622
Barcelona,Olivo,2008,10,143561,4178.446748879518,19.806451612903224,1.696774193548387,10.180645161290323,4.516129032258065,34.35750378738151
Barcelona,Olivo,2008,11,736830,13975.68760711601,14.2,1.0066666666666666,9.629999999999999,3.8,52.722271756047824
Barcelona,Olivo,2008,12,919801,14007.764660537083,11.612903225806452,1.229032258064516,7.516129032258065,3.161290322580645,65.66365314455055
Barcelona,Olivo,2009,1,817284,12843.75805615701,11.193548387096774,0.6774193548387096,8.038709677419355,2.935483870967742,63.632777605010425
Barcelona,Olivo,2009,2,795900,5580.707043118889,12.214285714285714,0.2928571428571428,10.235714285714286,3.1785714285714284,142.61633765229783
Barcelona,Olivo,2009,3,751843,9981.01247211988,14.709677419354838,0.8967741935483872,10.587096774193547,3.6129032258064515,75.32732797400413
Barcelona,Olivo,2009,4,272400,1279.7849962421424,15.9,1.47,10.879999999999999,3.8333333333333335,212.8482524797942
Barcelona,Olivo,2009,5,819361,13714.558900528156,21.06451612903226,0.25806451612903225,13.36774193548387,5.064516129032258,59.74388282866654
Barcelona,Olivo,2009,6,1460520,11140.276400205837,24.533333333333335,0.12666666666666665,14.466666666666667,5.666666666666667,131.1026717409825
Barcelona,Olivo,2009,7,732034,10642.659966174888,26.677419354838708,0.1870967741935484,14.235483870967743,6.064516129032258,68.78299244047939
Barcelona,Olivo,2009,8,184140,887.5518747269401,27.806451612903224,0.2129032258064516,12.070967741935483,6.258064516129032,207.46956346258816
Barcelona,Olivo,2009,9,892740,10829.95380452143,24.3,0.7733333333333333,11.419999999999998,5.666666666666667,82.43248458061633
Barcelona,Olivo,2009,10,272428,12494.363177958054,20.903225806451612,0.9516129032258066,10.670967741935485,5.0,21.804072454097074
Barcelona,Olivo,2009,11,751020,477.9945859528455,17.166666666666668,0.11666666666666667,9.876666666666667,4.4,1571.1893441280288
Barcelona,Olivo,2009,12,590612,8035.319406708715,12.483870967741936,1.3225806451612903,7.745161290322581,3.2580645161290325,73.5019941468532
Barcelona,Olivo,2010,1,926993,5675.888895146355,9.838709677419354,1.4064516129032258,6.967741935483871,2.6129032258064515,163.32120256841236
Barcelona,Olivo,2010,2,1381940,5077.928312113056,10.928571428571429,1.2035714285714287,9.357142857142858,3.0357142857142856,272.1464178026057
Barcelona,Olivo,2010,3,1440074,14623.7707691358,12.580645161290322,1.1129032258064515,10.516129032258064,3.193548387096774,98.47487510125283
Barcelona,Olivo,2010,4,874140,6358.3246748627425,16.466666666666665,0.33999999999999997,10.973333333333333,4.066666666666666,137.47961054204424
Barcelona,Olivo,2010,5,1324692,10339.998312263326,18.451612903225808,1.7806451612903225,12.932258064516128,4.451612903225806,128.11336713942245
Barcelona,Olivo,2010,6,352770,4196.18249637756,22.8,0.4766666666666667,14.3,5.233333333333333,84.06927017700872
Barcelona,Olivo,2010,7,1349523,1564.9623079462913,27.387096774193548,0.35806451612903223,14.432258064516128,6.064516129032258,862.3357847966233
Barcelona,Olivo,2010,8,1248649,15011.79392929601,25.774193548387096,1.3096774193548388,11.82258064516129,5.967741935483871,83.17786707444873
Barcelona,Olivo,2010,9,558900,11802.528391089889,22.933333333333334,1.7733333333333334,10.923333333333334,5.4,47.35426016191003
Barcelona,Olivo,2010,10,1120464,6111.6631263274885,18.806451612903224,2.1774193548387095,10.458064516129031,4.451612903225806,183.33209420089375
Barcelona,Olivo,2010,11,796140,2084.3803469432746,14.4,0.4,9.663333333333332,3.533333333333333,381.95524207831465
Barcelona,Olivo,2010,12,1026875,4270.235025783532,11.32258064516129,1.032258064516129,7.8032258064516125,2.903225806451613,240.47271257899484
Barcelona,Olivo,2011,1,1351600,10090.905611289776,11.290322580645162,0.4645161290322581,8.212903225806452,2.903225806451613,133.942388529313
Barcelona,Olivo,2011,2,606732,12570.576275942218,13.25,0.18928571428571428,10.02142857142857,3.2142857142857144,48.26604498324981
Barcelona,Olivo,2011,3,1483567,12442.468571232988,14.290322580645162,1.8838709677419354,10.36774193548387,3.6129032258064515,119.23413681992413
Barcelona,Olivo,2011,4,786810,7272.740815621344,18.7,0.7233333333333333,11.35,4.233333333333333,108.18617354134037
Barcelona,Olivo,2011,5,562743,9452.581346575731,21.096774193548388,0.967741935483871,12.929032258064517,5.064516129032258,59.533261800900334
Barcelona,Olivo,2011,6,1310280,13828.368563925293,22.933333333333334,1.48,14.096666666666666,5.366666666666666,94.75304291629804
Barcelona,Olivo,2011,7,154473,12640.783081089188,24.903225806451612,1.6387096774193548,14.096774193548388,5.774193548387097,12.220208115990381
Barcelona,Olivo,2011,8,958551,2255.774387302578,27.0,0.26774193548387093,12.270967741935483,6.096774193548387,424.932123263542
Barcelona,Olivo,2011,9,1405140,1928.8770440431636,25.533333333333335,0.7933333333333333,11.51,5.9,728.4756715516992
Barcelona,Olivo,2011,10,773543,3721.9111439081107,21.774193548387096,1.525806451612903,10.709677419354838,5.225806451612903,207.8348918313397
Barcelona,Olivo,2011,11,695040,5827.095482137278,17.066666666666666,3.0966666666666667,8.976666666666667,4.1,119.2772629401074
Barcelona,Olivo,2011,12,1267776,2796.356944257929,13.483870967741936,0.012903225806451613,8.519354838709676,3.5483870967741935,453.36701475227096
Barcelona,Olivo,2012,1,411525,3966.1222927357503,12.483870967741936,0.33548387096774196,8.264516129032257,3.193548387096774,103.76003804868519
Barcelona,Olivo,2012,2,1386316,9895.70813608211,10.586206896551724,0.5,9.910344827586206,2.689655172413793,140.09265238383108
Barcelona,Olivo,2012,3,1068043,503.13917890091255,15.935483870967742,1.0,11.187096774193549,3.806451612903226,2122.7585622194983
Barcelona,Olivo,2012,4,397740,10170.387542951257,15.866666666666667,1.1533333333333333,10.563333333333333,3.966666666666667,39.10765428753596
Barcelona,Olivo,2012,5,1542498,13666.090945367163,20.419354838709676,0.9258064516129032,13.293548387096775,4.806451612903226,112.87046209237401
Barcelona,Olivo,2012,6,1159290,13808.220044501451,24.9,0.5,14.366666666666667,5.7,83.95651258915439
Barcelona,Olivo,2012,7,1114884,11779.086897655969,25.677419354838708,0.432258064516129,14.338709677419354,5.967741935483871,94.64944181894619
Barcelona,Olivo,2012,8,526907,13099.958018400035,28.225806451612904,0.49032258064516127,12.083870967741934,6.354838709677419,40.22203729660149
Barcelona,Olivo,2012,9,747330,8499.854415012729,24.133333333333333,1.0599999999999998,10.95,5.666666666666667,87.92268237912882
Barcelona,Olivo,2012,10,940354,10277.098314375475,20.64516129032258,2.532258064516129,10.816129032258065,4.967741935483871,91.49995176018164
Barcelona,Olivo,2012,11,897810,8311.895707784994,15.733333333333333,0.7233333333333333,9.316666666666666,3.8666666666666667,108.01507039592705
Barcelona,Olivo,2012,12,673134,4401.142421207761,12.838709677419354,0.10967741935483871,8.374193548387096,3.3870967741935485,152.94528910411373
Barcelona,Olivo,2013,1,755997,965.8090467566072,12.387096774193548,0.5935483870967742,8.203225806451613,3.225806451612903,782.7603215550726
Barcelona,Olivo,2013,2,585788,1760.9877649494908,11.285714285714286,0.47857142857142854,9.564285714285715,2.892857142857143,332.64739918099417
Barcelona,Olivo,2013,3,1434308,11337.634832676638,14.161290322580646,1.967741935483871,10.461290322580645,3.5161290322580645,126.50857265804021
Barcelona,Olivo,2013,4,775740,14487.407209266848,16.3,1.8766666666666667,10.59,3.8333333333333335,53.545813187593644
Barcelona,Olivo,2013,5,838922,7993.902405938283,17.967741935483872,0.5903225806451613,13.129032258064516,4.32258064516129,104.94523918340627
Barcelona,Olivo,2013,6,647010,5333.039449693133,22.333333333333332,0.43333333333333335,14.3,5.333333333333333,121.32106017652455
Barcelona,Olivo,2013,7,1372835,8546.583151421175,27.322580645161292,0.18064516129032257,14.5,6.064516129032258,160.6296897458626
Barcelona,Olivo,2013,8,84444,11602.607310503696,26.774193548387096,1.096774193548387,12.19032258064516,6.064516129032258,7.278019305501609
Barcelona,Olivo,2013,9,291180,4673.962234386662,24.066666666666666,0.6,11.116666666666667,5.7,62.29832108136618
Barcelona,Olivo,2013,10,602950,2612.3387544167617,21.612903225806452,1.2580645161290323,10.251612903225807,4.967741935483871,230.80850405812564
Barcelona,Olivo,2013,11,921750,13137.846863153873,15.233333333333333,1.9366666666666668,9.536666666666667,3.9,70.15989831523463
Barcelona,Olivo,2013,12,325376,11871.43614768557,12.516129032258064,0.42903225806451617,8.14516129032258,3.2903225806451615,27.408309824707654
Barcelona,Olivo,2014,1,954986,2753.2837624181648,12.774193548387096,0.3967741935483871,7.858064516129032,3.2903225806451615,346.8534602336997
Barcelona,Olivo,2014,2,1049860,11417.24041539754,13.321428571428571,0.5,9.842857142857143,3.357142857142857,91.95391896838187
Barcelona,Olivo,2014,3,832660,13699.237343263576,15.35483870967742,0.5774193548387097,10.793548387096775,3.870967741935484,60.78148579632062
Barcelona,Olivo,2014,4,1193610,1757.918063932074,18.133333333333333,0.8866666666666667,11.213333333333333,4.266666666666667,678.9906904592348
Barcelona,Olivo,2014,5,704537,13674.412421458052,19.29032258064516,0.832258064516129,13.100000000000001,4.870967741935484,51.522286902392395
Barcelona,Olivo,2014,6,1365660,4870.655271111046,24.333333333333332,1.5533333333333335,14.433333333333334,5.7,280.3852713822793
Barcelona,Olivo,2014,7,1091076,11445.352986690763,25.322580645161292,1.229032258064516,14.36774193548387,5.870967741935484,95.32916994947718
Barcelona,Olivo,2014,8,482546,9651.519470781801,25.64516129032258,1.196774193548387,11.841935483870968,5.967741935483871,49.996894422771376
Barcelona,Olivo,2014,9,369870,5524.15315968037,24.833333333333332,1.8566666666666667,10.969999999999999,5.666666666666667,66.95505886759318
Barcelona,Olivo,2014,10,1205900,8492.787186940763,22.580645161290324,0.4258064516129032,10.996774193548386,5.419354838709677,141.9910770699983
Barcelona,Olivo,2014,11,610890,376.8753190808172,17.066666666666666,3.2233333333333336,9.493333333333334,4.233333333333333,1620.933951021082
Barcelona,Olivo,2014,12,621023,13069.052860486356,12.516129032258064,0.535483870967742,7.887096774193547,3.3225806451612905,47.51859271130755
Barcelona,Olivo,2015,1,1142381,11637.696159687415,12.709677419354838,0.16774193548387098,8.316129032258063,3.3225806451612905,98.16212627694895
Barcelona,Olivo,2015,2,418432,13424.768147237897,12.285714285714286,0.7178571428571429,9.896428571428572,2.9642857142857144,31.168657470340822
Barcelona,Olivo,2015,3,772768,10614.574319169604,15.67741935483871,1.1451612903225807,10.345161290322581,3.7419354838709675,72.80254268929129
Barcelona,Olivo,2015,4,1132530,2488.6543398869367,17.6,0.81,10.933333333333334,4.266666666666667,455.07726077035375
